Date,Symbol,Close,High,Low,Open,Volume,holiday,pre_holiday,post_holiday,Return,weekend
2021-11-27,GOOGL,,,,,,1,1,0,,1
2021-11-28,GOOGL,,,,,,1,0,1,,1
2021-11-29,GOOGL,144.6628875732422,145.42531322129358,143.0356383232542,143.14150970795558,32596000.0,0,0,1,0.02354350646700687,0
2021-11-30,GOOGL,141.0515899658203,145.12962638967375,140.75734934116173,144.14403633092377,42068000.0,0,0,0,-0.02496353880392088,0
2021-12-01,GOOGL,140.21060180664062,145.08039785236195,140.07193757943773,143.141525523015,34020000.0,0,0,0,-0.005962273515551786,0
2021-12-02,GOOGL,142.1136932373047,143.00683525811124,139.37858610093653,140.4079199939804,29194000.0,0,0,0,0.013573092235126039,0
2021-12-03,GOOGL,141.1549530029297,143.5391528815725,139.46459005362397,142.82444502676393,41230000.0,0,1,0,-0.006746290329490479,0
2021-12-04,GOOGL,,,,,,1,1,0,,1
2021-12-05,GOOGL,,,,,,1,0,1,,1
2021-12-06,GOOGL,142.30157470703125,142.99491107333782,139.3144842772671,142.18775536173658,30618000.0,0,0,1,0.008123141836034353,0
2021-12-07,GOOGL,146.3915557861328,146.65150195414674,144.3617217369751,144.72852522519318,32240000.0,0,0,0,0.028741643144300832,0
2021-12-08,GOOGL,147.3030548095703,147.50833610285437,145.53318241499792,146.71657583172777,24270000.0,0,0,0,0.006226445361159572,0
2021-12-09,GOOGL,146.7583465576172,148.21113578396324,146.2379688963119,146.7111291255418,23270000.0,0,0,0,-0.0036978747837735915,0
2021-12-10,GOOGL,147.11917114257812,148.08935056801965,145.82940569875012,147.81350854949207,24458000.0,0,1,0,0.002458630758825464,0
2021-12-11,GOOGL,,,,,,1,1,0,,1
2021-12-12,GOOGL,,,,,,1,0,1,,1
2021-12-13,GOOGL,144.9571533203125,147.0878683952673,144.64998974089033,146.90048511245746,27070000.0,0,0,1,-0.014695690612410717,0
2021-12-14,GOOGL,143.04908752441406,143.6186696092313,140.37313470832677,143.1097284802912,38446000.0,0,0,0,-0.013162964035877356,0
2021-12-15,GOOGL,145.5679473876953,145.84627687991517,140.8333427916494,142.55402576635765,36370000.0,0,0,0,0.017608360227054032,0
2021-12-16,GOOGL,143.58387756347656,146.79660418988783,142.75086080180816,146.29312352006227,33650000.0,0,0,0,-0.013629853685677928,0
2021-12-17,GOOGL,140.88011169433594,142.97703298617512,140.4576423006261,141.6504854604122,50416000.0,0,1,0,-0.018830567296424516,0
2021-12-18,GOOGL,,,,,,1,1,0,,1
2021-12-19,GOOGL,,,,,,1,0,1,,1
2021-12-20,GOOGL,140.76278686523438,140.92929921392084,138.49041962908362,139.16537253527775,27192000.0,0,0,1,-0.0008327990920118378,0
2021-12-21,GOOGL,142.61717224121094,143.0113080869117,139.66487709867144,141.20662549859833,28756000.0,0,0,0,0.013173832497021642,0
2021-12-22,GOOGL,145.5421142578125,145.62661418903306,142.21458250209517,142.21458250209517,26322000.0,0,0,0,0.020509045093493716,0
2021-12-23,GOOGL,146.0406494140625,147.35973427174727,145.57891055936483,145.62662852917228,26384000.0,0,1,0,0.0034253670066033415,0
2021-12-24,GOOGL,,,,,,1,1,0,,0
2021-12-25,GOOGL,,,,,,1,1,1,,1
2021-12-26,GOOGL,,,,,,1,0,1,,1
2021-12-27,GOOGL,147.0247344970703,147.45962629621818,146.29212868307613,146.37811506733146,15976000.0,0,0,1,0.006738432668959682,0
2021-12-28,GOOGL,145.81251525878906,147.4149047621,145.18379382357512,147.35227682053048,18200000.0,0,0,0,-0.008245002056476491,0
2021-12-29,GOOGL,145.7806854248047,146.53815122343687,144.77919972652703,145.77024996415352,17788000.0,0,0,0,-0.00021829288060692953,0
2021-12-30,GOOGL,145.32888793945312,146.4218355306239,145.1241223721827,145.81944556735388,15688000.0,0,0,0,-0.0030991587399594733,0
2021-12-31,GOOGL,143.9884490966797,145.8239375257148,143.9884490966797,145.17930510716133,18136000.0,0,1,0,-0.00922348517062821,0
2022-01-01,GOOGL,,,,,,1,1,0,,1
2022-01-02,GOOGL,,,,,,1,0,1,,1
2022-01-03,GOOGL,144.12713623046875,144.9815094220873,142.85625459115374,144.19024954623222,28646000.0,0,0,1,0.0009631823570510623,0
2022-01-04,GOOGL,143.5386505126953,145.61171257737956,142.8597236345001,144.52920029280338,28400000.0,0,0,0,-0.004083101441996417,0
2022-01-05,GOOGL,136.95361328125,143.6380260149503,136.86714153990656,143.55900167318583,54618000.0,0,0,0,-0.04587640477268451,0
2022-01-06,GOOGL,136.9263153076172,139.10574956390758,135.7444081468337,136.18178751194694,37348000.0,0,0,0,-0.0001993227705263667,0
2022-01-07,GOOGL,136.2001495361328,137.62311869612512,134.9571010729995,137.3219160997479,29760000.0,0,1,0,-0.0053033324518591,0
2022-01-08,GOOGL,,,,,,1,1,0,,1
2022-01-09,GOOGL,,,,,,1,0,1,,1
2022-01-10,GOOGL,137.8428192138672,137.99193409256577,132.37064747523667,134.27273812048503,44408000.0,0,0,1,0.012060703922344818,0
2022-01-11,GOOGL,138.90293884277344,139.38008818359495,135.87759542546866,137.18425777729487,28730000.0,0,0,0,0.007690786034065589,0
2022-01-12,GOOGL,140.58734130859375,141.7578269611901,139.85573658432193,140.30851123755903,26108000.0,0,0,0,0.01212647104412179,0
2022-01-13,GOOGL,137.76080322265625,141.9983893426326,137.5838554108027,140.69618631751152,31436000.0,0,0,0,-0.020105210466518142,0
2022-01-14,GOOGL,138.64898681640625,139.90297148547612,136.18178858877843,136.26179885959323,29662000.0,0,1,0,0.006447288147082508,0
2022-01-15,GOOGL,,,,,,1,1,0,,1
2022-01-16,GOOGL,,,,,,1,1,1,,1
2022-01-17,GOOGL,,,,,,1,0,1,,0
2022-01-18,GOOGL,135.18724060058594,136.3139823208057,134.63108204024,135.36318734561587,34872000.0,0,0,1,-0.024967699334177085,0
2022-01-19,GOOGL,134.31100463867188,137.13705841659865,134.21060881239492,135.70961451103514,28648000.0,0,0,0,-0.006481646921863926,0
2022-01-20,GOOGL,132.5127716064453,136.8055384078556,132.1718141234269,135.43773450627486,29908000.0,0,0,0,-0.013388575545721149,0
2022-01-21,GOOGL,129.57440185546875,134.0614836836018,129.31098227824953,131.80304038371057,55652000.0,0,1,0,-0.022174238115729272,0
2022-01-22,GOOGL,,,,,,1,1,0,,1
2022-01-23,GOOGL,,,,,,1,0,1,,1
2022-01-24,GOOGL,130.0242156982422,130.4208391313966,123.75779600532923,125.22698178613166,76622000.0,0,0,1,0.003471471496933276,0
2022-01-25,GOOGL,126.17826843261719,128.62758366714436,125.74636467116437,127.97251572510314,46960000.0,0,0,0,-0.0295786999750155,0
2022-01-26,GOOGL,128.4625701904297,132.20711125940946,126.38403243461616,130.33732824784752,49130000.0,0,0,0,0.01810376530117286,0
2022-01-27,GOOGL,128.2359161376953,131.86166235406304,128.16383865331943,130.52120619208526,31950000.0,0,0,0,-0.001764358695286794,0
2022-01-28,GOOGL,132.55599975585938,132.56147533916607,127.71901204024903,128.88600900432954,34362000.0,0,1,0,0.033688562052500926,0
2022-01-29,GOOGL,,,,,,1,1,0,,1
2022-01-30,GOOGL,,,,,,1,0,1,,1
2022-01-31,GOOGL,134.4968719482422,134.66537128574515,131.42132296392336,133.362182332682,39986000.0,0,0,1,0.014641903768652487,0
2022-02-01,GOOGL,136.82342529296875,136.97153908448766,133.56745490599226,136.77422087518204,68644000.0,0,0,0,0.0172981966868484,0
2022-02-02,GOOGL,147.11769104003906,150.64304198235166,144.65496744664003,150.34831601220208,123200000.0,0,0,0,0.07523759710757161,0
2022-02-03,GOOGL,142.23695373535156,148.78270339835078,141.81498491185366,144.8368701996138,71518000.0,0,0,0,-0.03317573345655056,0
2022-02-04,GOOGL,142.43875122070312,144.01132078033405,139.67731252149167,142.58935253590573,57998000.0,0,1,0,0.0014187416142714682,0
2022-02-05,GOOGL,,,,,,1,1,0,,1
2022-02-06,GOOGL,,,,,,1,0,1,,1
2022-02-07,GOOGL,138.37115478515625,143.39005107820873,138.0719391305357,143.39005107820873,54974000.0,0,0,1,-0.028556810563751034,0
2022-02-08,GOOGL,138.56796264648438,139.16537766922627,136.19718649446398,138.19768576489463,54284000.0,0,0,0,0.0014223185578938757,0
2022-02-09,GOOGL,140.74789428710938,141.6748455006847,139.35127141073957,140.12314679417082,40144000.0,0,0,0,0.015731858930382536,0
2022-02-10,GOOGL,137.79359436035156,140.64101922023315,137.1345525010559,138.8706462219563,39330000.0,0,0,0,-0.020990011550235943,0
2022-02-11,GOOGL,133.4819793701172,138.32691610031569,132.60473309175262,137.77374555304485,39958000.0,0,1,0,-0.031290387700888544,0
2022-02-12,GOOGL,,,,,,1,1,0,,1
2022-02-13,GOOGL,,,,,,1,0,1,,1
2022-02-14,GOOGL,134.71803283691406,135.48742052806296,132.46206223355594,132.46206223355594,34302000.0,0,0,1,0.00926007744738011,0
2022-02-15,GOOGL,135.7941131591797,137.28517090384545,135.01180231428398,136.75036860669405,26680000.0,0,0,0,0.007987648717884044,0
2022-02-16,GOOGL,136.9168701171875,137.26278747790528,134.11963545323007,135.83187026783972,25022000.0,0,0,0,0.008268082701727186,0
2022-02-17,GOOGL,131.74884033203125,136.29606186664606,131.68869992433548,135.43075288338343,38950000.0,0,0,0,-0.03774574879438097,0
2022-02-18,GOOGL,129.62557983398438,133.27072578097733,129.4203137103387,132.67130865688407,45620000.0,0,1,0,-0.01611597106051077,0
2022-02-19,GOOGL,,,,,,1,1,0,,1
2022-02-20,GOOGL,,,,,,1,1,1,,1
2022-02-21,GOOGL,,,,,,1,0,1,,0
2022-02-22,GOOGL,129.0395965576172,131.39247438984478,127.45906414945327,129.0639409096522,44990000.0,0,0,1,-0.004520583646512311,0
2022-02-23,GOOGL,126.8273696899414,131.26376055099263,126.76722927425091,130.86366373256033,32786000.0,0,0,0,-0.017143783200593066,0
2022-02-24,GOOGL,131.89993286132812,132.2070964049486,124.20856591969482,124.20856591969482,54456000.0,0,0,0,0.03999580834789662,0
2022-02-25,GOOGL,133.6579132080078,134.46506889287124,130.9660493781838,132.75582212087886,36406000.0,0,1,0,0.013328136781751931,0
2022-02-26,GOOGL,,,,,,1,1,0,,1
2022-02-27,GOOGL,,,,,,1,0,1,,1
2022-02-28,GOOGL,134.25184631347656,134.9421945520576,131.8020307532934,132.25680755246233,38864000.0,0,0,1,0.004443680820786389,0
2022-03-01,GOOGL,133.2622833251953,135.44320400407258,132.42432174461547,134.0744141022468,26496000.0,0,0,0,-0.007370945096506376,0
2022-03-02,GOOGL,133.76925659179688,134.45613150205136,132.2781988204011,133.82542304410276,23520000.0,0,0,0,0.0038043267303502493,0
2022-03-03,GOOGL,133.10125732421875,135.62610831919423,132.23245958696376,135.19916443560246,24604000.0,0,0,0,-0.004993668086356817,0
2022-03-04,GOOGL,131.1201171875,133.05352910890412,129.5604707332503,132.13504165400857,30430000.0,0,1,0,-0.014884458468284234,0
2022-03-05,GOOGL,,,,,,1,1,0,,1
2022-03-06,GOOGL,,,,,,1,0,1,,1
2022-03-07,GOOGL,125.62509155273438,130.94965729618897,125.54208564027323,130.7041357420531,45112000.0,0,0,1,-0.04190833376779102,0
2022-03-08,GOOGL,126.34675598144531,130.46754242732567,124.92528073964256,125.49735033485614,40428000.0,0,0,0,0.005744588280821361,0
2022-03-09,GOOGL,132.62460327148438,132.93822833664126,129.1260843481061,130.46754173493875,37026000.0,0,0,0,0.04968744342720588,0
2022-03-10,GOOGL,131.64002990722656,132.4775061555181,130.13207515566626,130.48346814012982,27102000.0,0,0,0,-0.0074237610516533215,0
2022-03-11,GOOGL,129.0962677001953,132.99787160510658,128.85869409083313,132.69269500928414,31526000.0,0,1,0,-0.01932362222056594,0
2022-03-12,GOOGL,,,,,,1,1,0,,1
2022-03-13,GOOGL,,,,,,1,0,1,,1
2022-03-14,GOOGL,125.20014190673828,129.63156580573835,124.52817696439172,129.47351707883547,38812000.0,0,0,1,-0.030180003363886043,0
2022-03-15,GOOGL,128.4277801513672,129.08037574951774,124.97101046602354,126.21902655233679,30920000.0,0,0,0,0.025779828964037188,0
2022-03-16,GOOGL,132.48593139648438,132.53810870276232,127.96702781291948,129.95361807816508,35576000.0,0,0,0,0.03159870271318388,0
2022-03-17,GOOGL,133.04110717773438,133.2811682958072,131.3969607813396,132.35521826895487,28264000.0,0,0,0,0.004190450830500181,0
2022-03-18,GOOGL,135.31398010253906,135.43177341231217,131.4700291742391,132.62907833291945,44566000.0,0,1,0,0.017083989851108816,0
2022-03-19,GOOGL,,,,,,1,1,0,,1
2022-03-20,GOOGL,,,,,,1,0,1,,1
2022-03-21,GOOGL,135.2901153564453,136.23296233262303,133.29308959145584,135.35174221676303,26832000.0,0,0,1,-0.00017636570940904317,0
2022-03-22,GOOGL,139.03414916992188,140.20910926940041,135.29010902333277,135.29010902333277,35496000.0,0,0,0,0.027674112063636347,0
2022-03-23,GOOGL,137.45115661621094,138.75633257699457,137.01329191544855,137.87561296185783,25154000.0,0,0,0,-0.011385638443230706,0
2022-03-24,GOOGL,140.72801208496094,140.77472897804753,136.92929162847878,138.37014375246187,26396000.0,0,0,0,0.023840144742467206,0
2022-03-25,GOOGL,140.82838439941406,141.18822575870797,138.90442228427176,141.06993193131237,24126000.0,0,1,0,0.0007132362133597248,0
2022-03-26,GOOGL,,,,,,1,1,0,,1
2022-03-27,GOOGL,,,,,,1,0,1,,1
2022-03-28,GOOGL,140.61221313476562,141.1559492617767,138.9780015247336,140.0605139005608,35050000.0,0,0,1,-0.0015349978313700108,0
2022-03-29,GOOGL,141.6559295654297,142.93626058492885,141.19171837433169,141.7970964844151,34318000.0,0,0,0,0.0074226584405134854,0
2022-03-30,GOOGL,141.09231567382812,141.86965133760404,140.7558327304496,141.61070629571088,19884000.0,0,0,0,-0.003978752554380294,0
2022-03-31,GOOGL,138.2384490966797,141.26081989485832,138.19570617073663,141.20613989201064,37524000.0,0,0,0,-0.020226945482600844,0
2022-04-01,GOOGL,139.3149871826172,139.63357214652848,137.4829719618927,138.6683677007803,25942000.0,0,1,0,0.007787544586706163,0
2022-04-02,GOOGL,,,,,,1,1,0,,1
2022-04-03,GOOGL,,,,,,1,0,1,,1
2022-04-04,GOOGL,142.1191864013672,142.85528096453285,139.47405417459976,139.5217721530815,25942000.0,0,0,1,0.020128482049631913,0
2022-04-05,GOOGL,139.75286865234375,142.1380544214497,139.54561551027928,142.0172882097169,21418000.0,0,0,0,-0.01665023427829493,0
2022-04-06,GOOGL,135.73394775390625,138.5296805105521,134.70908842827123,137.9228159945289,32468000.0,0,0,0,-0.028757340991941827,0
2022-04-07,GOOGL,135.07839965820312,136.34679370749257,133.427291093324,135.19916586671314,26234000.0,0,0,0,-0.004829654677779405,0
2022-04-08,GOOGL,132.49290466308594,134.86119335955522,132.17281809687512,134.77520697165542,25142000.0,0,1,0,-0.019140699043366016,0
2022-04-09,GOOGL,,,,,,1,1,0,,1
2022-04-10,GOOGL,,,,,,1,0,1,,1
2022-04-11,GOOGL,128.05551147460938,131.3050203167302,127.90143673113246,131.03762676950097,36884000.0,0,0,1,-0.03349155337608711,0
2022-04-12,GOOGL,126.95311737060547,130.8154592073854,126.03313586492538,130.8154592073854,32710000.0,0,0,0,-0.008608720478403553,0
2022-04-13,GOOGL,129.11962890625,129.55700825541328,126.97946422364538,127.23692285427019,27928000.0,0,0,0,0.017065445737106222,0
2022-04-14,GOOGL,125.9744873046875,129.7016382775557,125.84625095385125,129.7016382775557,31598000.0,0,1,0,-0.024358353785589815,0
2022-04-15,GOOGL,,,,,,1,1,0,,0
2022-04-16,GOOGL,,,,,,1,1,1,,1
2022-04-17,GOOGL,,,,,,1,0,1,,1
2022-04-18,GOOGL,126.91535186767578,127.4481520009854,125.42976215444064,126.24288641630555,20808000.0,0,0,1,0.007468691344721723,0
2022-04-19,GOOGL,129.23394775390625,129.55600614086566,126.24238284464272,126.93025878807966,26490000.0,0,0,0,0.01826883708007121,0
2022-04-20,GOOGL,127.27667236328125,130.61565614591467,126.73989829141833,130.11167490638292,31696000.0,0,0,0,-0.01514521087254983,0
2022-04-21,GOOGL,124.07040405273438,129.32289952975387,123.78411899307085,128.4794624420053,36446000.0,0,0,0,-0.025191327295196242,0
2022-04-22,GOOGL,118.92228698730469,124.65441216910293,118.21602763208168,124.25480828097227,56884000.0,0,1,0,-0.04149351414412705,0
2022-04-23,GOOGL,,,,,,1,1,0,,1
2022-04-24,GOOGL,,,,,,1,0,1,,1
2022-04-25,GOOGL,122.34027099609375,122.54255664358891,117.80447815915926,118.39095713385636,46128000.0,0,0,1,0.028741324232638865,0
2022-04-26,GOOGL,117.94265747070312,121.77964629471171,117.80448619401584,121.56543114122859,73054000.0,0,0,0,-0.03594575596069294,0
2022-04-27,GOOGL,113.61312103271484,116.54304367581462,112.06441058282587,113.78707319758975,91820000.0,0,0,0,-0.03670882554993926,0
2022-04-28,GOOGL,117.81591796875,118.93619817833041,113.43469241008683,115.72098381439348,48884000.0,0,0,0,0.0369921792292367,0
2022-04-29,GOOGL,113.4292221069336,117.21700652937484,113.13598259851811,116.03857291186468,42676000.0,0,1,0,-0.037233473519087235,0
2022-04-30,GOOGL,,,,,,1,1,0,,1
2022-05-01,GOOGL,,,,,,1,0,1,,1
2022-05-02,GOOGL,115.88797760009766,116.04950732140709,111.92872100087676,112.72892220677952,35534000.0,0,0,1,0.021676561361287483,0
2022-05-03,GOOGL,116.63450622558594,117.73590251845792,115.34275375517872,115.7363890953695,24968000.0,0,0,0,0.006441812524025314,0
2022-05-04,GOOGL,121.5321273803711,122.12208739664607,114.42971894184117,116.33380387873802,49916000.0,0,0,0,0.041991185227059136,0
2022-05-05,GOOGL,115.8109359741211,120.31740950899206,114.31987844655293,119.48738839538174,45840000.0,0,0,0,-0.04707554726120955,0
2022-05-06,GOOGL,115.05646514892578,116.87058980078113,113.33578945115688,114.49781908043711,39710000.0,0,1,0,-0.006514676864056268,0
2022-05-07,GOOGL,,,,,,1,1,0,,1
2022-05-08,GOOGL,,,,,,1,0,1,,1
2022-05-09,GOOGL,111.84025573730469,114.39096014652678,111.3328010767772,112.57484853572669,40802000.0,0,0,1,-0.02795331324891759,0
2022-05-10,GOOGL,113.71302032470703,115.5569649081188,112.2274307129591,114.81889108696211,39900000.0,0,0,0,0.01674499557477027,0
2022-05-11,GOOGL,112.92524719238281,115.6707822589766,112.56143181091423,112.56143181091423,37534000.0,0,0,0,-0.006927730264086995,0
2022-05-12,GOOGL,112.17127227783203,113.61361843345463,109.1697725659564,110.71351561460774,53836000.0,0,0,0,-0.006676761249557295,0
2022-05-13,GOOGL,115.35865783691406,117.17228201605276,112.92774118153335,113.85020267247533,35038000.0,0,1,0,0.028415346410508135,0
2022-05-14,GOOGL,,,,,,1,1,0,,1
2022-05-15,GOOGL,,,,,,1,0,1,,1
2022-05-16,GOOGL,113.76273345947266,115.47744831947287,113.21054884584493,114.27018816167096,25990000.0,0,0,1,-0.013834456878803247,0
2022-05-17,GOOGL,115.77863311767578,116.20308945221458,114.18519273143225,116.14394252981128,23054000.0,0,0,0,0.017720211152638,0
2022-05-18,GOOGL,111.2323989868164,114.71203395774059,110.89044801452674,114.31441707721152,35126000.0,0,0,0,-0.0392666073906629,0
2022-05-19,GOOGL,109.72593688964844,112.33628116950564,109.34422347633978,110.76719271537465,34144000.0,0,0,0,-0.013543375049804629,0
2022-05-20,GOOGL,108.25872802734375,111.51470574636961,105.16578164113857,111.28358606140381,48962000.0,0,1,0,-0.013371577440074778,0
2022-05-21,GOOGL,,,,,,1,1,0,,1
2022-05-22,GOOGL,,,,,,1,0,1,,1
2022-05-23,GOOGL,110.82334899902344,111.47891742677632,108.09272395269684,108.93418162101162,37184000.0,0,0,1,0.02368973863273105,0
2022-05-24,GOOGL,105.33824920654297,105.82383944668105,101.27710276285752,105.14143154716889,76780000.0,0,0,0,-0.049494080823426545,0
2022-05-25,GOOGL,105.17424011230469,105.86509654225212,103.23735458543719,104.35962182846502,40258000.0,0,0,0,-0.001556975699460339,0
2022-05-26,GOOGL,107.14989471435547,108.00178034089117,104.59769609845556,105.0470049434818,37948000.0,0,0,0,0.018784586415278026,0
2022-05-27,GOOGL,111.64691162109375,111.64840565158494,108.48785619465139,108.83030770139854,37914000.0,0,1,0,0.041969401078056245,0
2022-05-28,GOOGL,,,,,,1,1,0,,1
2022-05-29,GOOGL,,,,,,1,1,1,,1
2022-05-30,GOOGL,,,,,,1,0,1,,0
2022-05-31,GOOGL,113.08379364013672,115.0450309118303,111.41032786657507,112.0743447671006,50012000.0,0,0,1,0.012869876991487672,0
2022-06-01,GOOGL,113.21302032470703,116.4033897404966,112.57484936748612,114.17028434444956,36606000.0,0,0,0,0.0011427515863284832,0
2022-06-02,GOOGL,116.92127227783203,117.1966213228477,112.27315409407294,113.32037081624615,37992000.0,0,0,0,0.032754642023411495,0
2022-06-03,GOOGL,113.85814666748047,115.62803424981857,112.84174336774471,115.37057564840961,26136000.0,0,1,0,-0.02619818918043304,0
2022-06-04,GOOGL,,,,,,1,1,0,,1
2022-06-05,GOOGL,,,,,,1,0,1,,1
2022-06-06,GOOGL,116.12406921386719,118.63550420408295,115.47148122742865,116.00875584202326,33542000.0,0,0,1,0.01990127727095614,0
2022-06-07,GOOGL,116.45109558105469,116.98937123932387,114.36610405154696,114.79204682193456,31590000.0,0,0,0,0.0028161807401463346,0
2022-06-08,GOOGL,116.4953384399414,117.8636352933108,115.90487786100226,116.0654140945456,26108000.0,0,0,0,0.0003799265147825803,0
2022-06-09,GOOGL,114.15089416503906,117.5937469795458,114.09174724477081,115.63399617564801,25798000.0,0,0,0,-0.020124790453405206,0
2022-06-10,GOOGL,110.49879455566406,112.60367109339268,109.70803533883117,111.77464346239495,41452000.0,0,1,0,-0.031993613682033906,0
2022-06-11,GOOGL,,,,,,1,1,0,,1
2022-06-12,GOOGL,,,,,,1,0,1,,1
2022-06-13,GOOGL,105.75823211669922,108.14292471325601,105.48636407086114,106.14988045477023,47252000.0,0,0,1,-0.042901485559435404,0
2022-06-14,GOOGL,106.07930755615234,107.28109964947232,105.1692685318189,105.89988738183253,33706000.0,0,0,0,0.0030359380355264864,0
2022-06-15,GOOGL,109.11013793945312,110.75924434607151,107.0276261535007,107.89790275976372,39698000.0,0,0,0,0.028571362814528545,0
2022-06-16,GOOGL,105.40137481689453,108.00078319480663,104.51121321843314,106.5817954556789,51684000.0,0,0,0,-0.03399100388468612,0
2022-06-17,GOOGL,106.50475311279297,108.05147659913487,104.41975395732656,105.40136989732684,51376000.0,0,1,0,0.010468348233742208,0
2022-06-18,GOOGL,,,,,,1,1,0,,1
2022-06-19,GOOGL,,,,,,1,1,1,,1
2022-06-20,GOOGL,,,,,,1,0,1,,0
2022-06-21,GOOGL,110.8790283203125,111.81889493043958,107.9525787560507,108.28011274049477,47416000.0,0,0,1,0.041071173630035096,0
2022-06-22,GOOGL,110.82286071777344,112.67077169829913,109.72444493334895,109.89741119699634,30774000.0,0,0,0,-0.000506566511178308,0
2022-06-23,GOOGL,111.5728530883789,112.07037281853695,109.84174197704682,111.56241762682747,28362000.0,0,0,0,0.0067674879149297595,0
2022-06-24,GOOGL,117.27168273925781,117.37506661936075,112.27912561435399,112.32137558472176,41164000.0,0,1,0,0.05107720644523406,0
2022-06-25,GOOGL,,,,,,1,1,0,,1
2022-06-26,GOOGL,,,,,,1,0,1,,1
2022-06-27,GOOGL,115.14295196533203,117.87257604180955,114.49284392810239,117.56790757654245,36420000.0,0,0,1,-0.018152129518417603,0
2022-06-28,GOOGL,111.33975982666016,116.61015355627484,111.18121057476169,115.11213387147164,35792000.0,0,0,0,-0.03303017747727155,0
2022-06-29,GOOGL,111.03558349609375,112.48588519971345,110.21152327242217,110.88697675313786,24716000.0,0,0,0,-0.0027319650324373335,0
2022-06-30,GOOGL,108.31340026855469,110.22692716271615,106.11359590583895,109.34422060554833,43170000.0,0,0,0,-0.024516313976364446,0
2022-07-01,GOOGL,108.08924865722656,108.59869028058489,106.09420991717995,107.28954043231975,35476000.0,0,1,0,-0.002069472574698583,0
2022-07-02,GOOGL,,,,,,1,1,0,,1
2022-07-03,GOOGL,,,,,,1,1,1,,1
2022-07-04,GOOGL,,,,,,1,0,1,,0
2022-07-05,GOOGL,112.58777618408203,112.70109498865659,105.10117392246606,106.46201582149232,39342000.0,0,0,1,0.04161863999185744,0
2022-07-06,GOOGL,113.88896942138672,114.90040534240629,110.81142577972525,112.62654395425987,37432000.0,0,0,0,0.011557144846499279,0
2022-07-07,GOOGL,118.07485961914062,118.47893798548219,114.14891153732349,114.39394012046061,40936000.0,0,0,0,0.036754131844553006,0
2022-07-08,GOOGL,118.64196014404297,118.9714810761134,116.20457457816983,116.55100004781416,38238000.0,0,1,0,0.004802889681440714,0
2022-07-09,GOOGL,,,,,,1,1,0,,1
2022-07-10,GOOGL,,,,,,1,0,1,,1
2022-07-11,GOOGL,114.98688507080078,117.29454795960358,114.64294710603728,117.29454795960358,31196000.0,0,0,1,-0.030807608613382387,0
2022-07-12,GOOGL,113.34076690673828,116.27665846206226,113.01223942751324,115.5221805714548,29960000.0,0,0,0,-0.01431570359566603,0
2022-07-13,GOOGL,110.68965148925781,113.51520432957504,110.53855723301301,111.03507587761209,43722000.0,0,0,0,-0.023390660658418883,0
2022-07-14,GOOGL,109.70954132080078,110.43071823411985,107.7269323778648,109.55347958626427,37004000.0,0,0,0,-0.008854578140506164,0
2022-07-15,GOOGL,111.11112976074219,112.46601072737333,110.23886617356108,111.33280749541423,46770000.0,0,1,0,0.01277544708570999,0
2022-07-16,GOOGL,,,,,,1,1,0,,1
2022-07-17,GOOGL,,,,,,1,0,1,,1
2022-07-18,GOOGL,108.37999725341797,113.002276976848,107.72393590320465,111.96847620980802,43164600.0,0,0,1,-0.024580188440214923,0
2022-07-19,GOOGL,113.13150787353516,113.34025502745915,108.90684467367008,110.18915511969847,36530900.0,0,0,0,0.04384121369745975,0
2022-07-20,GOOGL,113.22097778320312,114.71203541621131,111.8094450440941,112.49532639821818,35600400.0,0,0,0,0.0007908487330337,0
2022-07-21,GOOGL,113.65834045410156,113.86709517989172,110.44760085445132,113.5987005803962,32676200.0,0,0,0,0.0038629119749866714,0
2022-07-22,GOOGL,107.25674438476562,111.67026970346,105.86508911436731,110.33826189384762,48901200.0,0,1,0,-0.056323152737929316,0
2022-07-23,GOOGL,,,,,,1,1,0,,1
2022-07-24,GOOGL,,,,,,1,0,1,,1
2022-07-25,GOOGL,106.86906433105469,109.21499542618574,105.66627884663836,107.7637003561319,34690900.0,0,0,1,-0.0036145051384386395,0
2022-07-26,GOOGL,104.39390563964844,106.56090957630254,103.44957222750966,105.9644880747459,47991000.0,0,0,0,-0.023160665875569086,0
2022-07-27,GOOGL,112.385986328125,113.23092508976809,107.36609663459588,108.60864471476322,59858500.0,0,0,0,0.07655696603654216,0
2022-07-28,GOOGL,113.53907012939453,113.65834988670439,110.79552195259807,111.70010055972485,32816600.0,0,0,0,0.010260031868234432,0
2022-07-29,GOOGL,115.62654876708984,116.01422314436486,112.38598139282392,112.40586640822389,37223400.0,0,1,0,0.01838555340744219,0
2022-07-30,GOOGL,,,,,,1,1,0,,1
2022-07-31,GOOGL,,,,,,1,0,1,,1
2022-08-01,GOOGL,114.17524719238281,116.02415915770047,113.65834299567526,114.61262649976445,26034300.0,0,0,1,-0.012551629277030796,0
2022-08-02,GOOGL,114.44363403320312,115.6563620498197,113.0420438846244,113.32037341291459,20236000.0,0,0,0,0.00235065697180481,0
2022-08-03,GOOGL,117.37606048583984,117.91284215200236,114.79156206587736,115.02018665944516,28499000.0,0,0,0,0.025623325206415082,0
2022-08-04,GOOGL,117.48540496826172,118.07188400417878,116.19315197020073,116.7796385900292,21602900.0,0,0,0,0.0009315739680586521,0
